# LAMMPS data file
100 atoms
195 bonds
1 atom types
1 bond types
-1.0000000000000000e+02 4.0000000000000000e+02 xlo xhi
-1.0000000000000000e+02 4.0000000000000000e+02 ylo yhi
-1.0000000000000000e+00 1.0000000000000000e+00 zlo zhi
 
Masses
 
1 0.0
 
Atoms
 
1 1 1 146.90423 146.691338 0.0
2 1 1 147.111707 148.890002 0.0
3 1 1 146.825452 149.960795 0.0
4 1 1 147.757309 154.05428 0.0
5 1 1 155.005125 153.324272 0.0
6 1 1 147.072377 153.217653 0.0
7 1 1 146.736378 154.220258 0.0
8 1 1 148.223481 147.681966 0.0
9 1 1 148.17389 148.757009 0.0
10 1 1 148.540671 149.750484 0.0
11 1 1 147.771426 150.517593 0.0
12 1 1 147.363373 151.495644 0.0
13 1 1 148.272292 155.001641 0.0
14 1 1 149.514776 150.1779 0.0
15 1 1 149.432092 151.210889 0.0
16 1 1 148.43705 151.572622 0.0
17 1 1 149.819694 153.962476 0.0
18 1 1 148.884507 146.866487 0.0
19 1 1 149.404003 154.949437 0.0
20 1 1 148.792231 154.059517 0.0
21 1 1 149.708897 147.517904 0.0
22 1 1 150.78777 148.378309 0.0
23 1 1 149.766816 148.550162 0.0
24 1 1 150.330955 149.467266 0.0
25 1 1 150.49413 150.574832 0.0
26 1 1 150.847437 152.18815 0.0
27 1 1 149.772763 152.201684 0.0
28 1 1 150.590877 153.218936 0.0
29 1 1 151.218798 154.888868 0.0
30 1 1 150.263203 146.62135 0.0
31 1 1 151.563388 147.650542 0.0
32 1 1 151.492594 149.153079 0.0
33 1 1 152.277623 148.465201 0.0
34 1 1 152.483262 149.530965 0.0
35 1 1 152.013712 151.292438 0.0
36 1 1 151.516223 153.813332 0.0
37 1 1 153.197228 147.987688 0.0
38 1 1 152.726372 152.086417 0.0
39 1 1 152.296065 153.074245 0.0
40 1 1 152.765887 146.646051 0.0
41 1 1 154.218085 147.823127 0.0
42 1 1 154.43525 148.851662 0.0
43 1 1 153.747595 149.677181 0.0
44 1 1 153.719146 151.628852 0.0
45 1 1 153.615238 152.683501 0.0
46 1 1 153.179015 153.646412 0.0
47 1 1 155.212517 147.50979 0.0
48 1 1 154.711057 151.252471 0.0
49 1 1 154.625137 152.323404 0.0
50 1 1 154.702827 154.350853 0.0
51 1 1 155.316761 155.011751 0.0
52 1 1 147.36114 154.900171 0.0
53 1 1 155.266695 149.239207 0.0
54 1 1 146.923117 148.026071 0.0
55 1 1 146.535914 152.473338 0.0
56 1 1 155.490167 151.719728 0.0
57 1 1 147.37698 147.454993 0.0
58 1 1 147.657661 149.606495 0.0
59 1 1 146.680928 150.878269 0.0
60 1 1 147.400611 152.393399 0.0
61 1 1 148.13875 152.435842 0.0
62 1 1 148.059624 153.187412 0.0
63 1 1 147.830702 146.820019 0.0
64 1 1 148.93121 148.238735 0.0
65 1 1 149.332121 149.310294 0.0
66 1 1 148.698118 150.658685 0.0
67 1 1 148.88625 152.387356 0.0
68 1 1 149.660317 153.083829 0.0
69 1 1 148.854306 153.143174 0.0
70 1 1 150.660533 147.449329 0.0
71 1 1 151.120122 149.940262 0.0
72 1 1 150.310262 151.455421 0.0
73 1 1 151.411522 150.63133 0.0
74 1 1 151.073748 151.303775 0.0
75 1 1 150.696057 154.11941 0.0
76 1 1 150.302924 154.735888 0.0
77 1 1 151.866596 146.545154 0.0
78 1 1 151.157279 146.824719 0.0
79 1 1 152.441266 147.480452 0.0
80 1 1 152.312356 150.440747 0.0
81 1 1 151.781793 152.184483 0.0
82 1 1 151.434355 152.869485 0.0
83 1 1 153.525127 147.142481 0.0
84 1 1 153.195122 148.921576 0.0
85 1 1 153.039487 150.242073 0.0
86 1 1 153.604642 150.732439 0.0
87 1 1 152.927295 151.151751 0.0
88 1 1 152.371336 154.03627 0.0
89 1 1 152.537306 154.763618 0.0
90 1 1 154.237604 146.917111 0.0
91 1 1 153.638177 155.390116 0.0
92 1 1 154.349391 155.166918 0.0
93 1 1 153.849437 154.197713 0.0
94 1 1 153.305911 154.713894 0.0
95 1 1 154.938347 146.648634 0.0
96 1 1 155.279623 148.458883 0.0
97 1 1 154.686431 149.746723 0.0
